Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,KeyMeaning,Conjugations
この変更は既存の機能を壊すかもしれません。,This change might break existing features.,壊す,この変更【へんこう】は既存【きそん】の機能【きのう】を壊【こわ】すかもしれません。,この変更【へんこう】は既存【きそん】の機能【きのう】を壊【こわ】すかもしれません。,Debug - Break,break,"<details class=""conjugation-section""><summary>Conjugations for 壊す (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>壊す</td></tr><tr><td>Polite ます形</td><td>壊します</td></tr><tr><td>Negative ない形</td><td>壊さない</td></tr><tr><td>Te-form て形</td><td>壊して</td></tr><tr><td>Past た形</td><td>壊した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>壊せる</td></tr><tr><td>Passive 受身形</td><td>壊される</td></tr><tr><td>Causative 使役形</td><td>壊させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>壊させられる</td></tr><tr><td>Conditional 仮定形</td><td>壊せば</td></tr><tr><td>Conditional たら形</td><td>壊したら</td></tr><tr><td>Volitional 意向形</td><td>壊そう</td></tr><tr><td>Imperative 命令形</td><td>壊せ</td></tr><tr><td>Want to たい形</td><td>壊したい</td></tr><tr><td>Should べき形</td><td>壊すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>壊される</td></tr><tr><td>Humble 謙譲語</td><td>お壊しする</td></tr></table></details>"
Safariでログインが壊れています。,The login is broken on Safari.,壊れて,Safariでログインが壊【こわ】れています。,Safariでログインが壊【こわ】れています。,Debug - Broken,broken,"<details class=""conjugation-section""><summary>Conjugations for 壊れて (一段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>壊れる</td></tr><tr><td>Polite ます形</td><td>壊れます</td></tr><tr><td>Negative ない形</td><td>壊れない</td></tr><tr><td>Te-form て形</td><td>壊れて</td></tr><tr><td>Past た形</td><td>壊れた</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>壊れられる</td></tr><tr><td>Passive 受身形</td><td>壊れられる</td></tr><tr><td>Causative 使役形</td><td>壊れさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>壊れさせられる</td></tr><tr><td>Conditional 仮定形</td><td>壊れれば</td></tr><tr><td>Conditional たら形</td><td>壊れたら</td></tr><tr><td>Volitional 意向形</td><td>壊れよう</td></tr><tr><td>Imperative 命令形</td><td>壊れろ</td></tr><tr><td>Want to たい形</td><td>壊れたい</td></tr><tr><td>Should べき形</td><td>壊れるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>壊れられる</td></tr><tr><td>Humble 謙譲語</td><td>お壊れする</td></tr></table></details>"
並列実行するとテストが失敗します。,The tests fail when run in parallel.,失敗,並列【へいれつ】実行【じっこう】するとテストが失敗【しっぱい】します。,並列【へいれつ】実行【じっこう】するとテストが失敗【しっぱい】します。,Debug - Failure,failure,"<details class=""conjugation-section""><summary>Conjugations for 失敗 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>失敗する</td></tr><tr><td>Polite ます形</td><td>失敗します</td></tr><tr><td>Negative ない形</td><td>失敗しない</td></tr><tr><td>Te-form て形</td><td>失敗して</td></tr><tr><td>Past た形</td><td>失敗した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>失敗できる</td></tr><tr><td>Passive 受身形</td><td>失敗される</td></tr><tr><td>Causative 使役形</td><td>失敗させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>失敗させられる</td></tr><tr><td>Conditional 仮定形</td><td>失敗すれば</td></tr><tr><td>Conditional たら形</td><td>失敗したら</td></tr><tr><td>Volitional 意向形</td><td>失敗しよう</td></tr><tr><td>Imperative 命令形</td><td>失敗しろ</td></tr><tr><td>Want to たい形</td><td>失敗したい</td></tr><tr><td>Should べき形</td><td>失敗すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>失敗なさる</td></tr><tr><td>Humble 謙譲語</td><td>失敗いたす</td></tr></table></details>"
デプロイが失敗しました。今ログを確認中です。,The deployment failed. Checking logs now.,確認中,デプロイが失敗【しっぱい】しました。今【いま】ログを確認中【かくにんちゅう】です。,デプロイが失敗【しっぱい】しました。今【いま】ログを確認中【かくにんちゅう】です。,Workflow - Verification,checking,"<details class=""conjugation-section""><summary>Conjugations for 確認中 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>確認する</td></tr><tr><td>Polite ます形</td><td>確認します</td></tr><tr><td>Negative ない形</td><td>確認しない</td></tr><tr><td>Te-form て形</td><td>確認して</td></tr><tr><td>Past た形</td><td>確認した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>確認できる</td></tr><tr><td>Passive 受身形</td><td>確認される</td></tr><tr><td>Causative 使役形</td><td>確認させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>確認させられる</td></tr><tr><td>Conditional 仮定形</td><td>確認すれば</td></tr><tr><td>Conditional たら形</td><td>確認したら</td></tr><tr><td>Volitional 意向形</td><td>確認しよう</td></tr><tr><td>Imperative 命令形</td><td>確認しろ</td></tr><tr><td>Want to たい形</td><td>確認したい</td></tr><tr><td>Should べき形</td><td>確認すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>確認なさる</td></tr><tr><td>Humble 謙譲語</td><td>確認いたす</td></tr></table></details>"
すべてのテストがローカルで通過します。,All tests pass locally.,通過,すべてのテストがローカルで通過【つうか】します。,すべてのテストがローカルで通過【つうか】します。,Testing - Pass,pass through,"<details class=""conjugation-section""><summary>Conjugations for 通過 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>通過する</td></tr><tr><td>Polite ます形</td><td>通過します</td></tr><tr><td>Negative ない形</td><td>通過しない</td></tr><tr><td>Te-form て形</td><td>通過して</td></tr><tr><td>Past た形</td><td>通過した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>通過できる</td></tr><tr><td>Passive 受身形</td><td>通過される</td></tr><tr><td>Causative 使役形</td><td>通過させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>通過させられる</td></tr><tr><td>Conditional 仮定形</td><td>通過すれば</td></tr><tr><td>Conditional たら形</td><td>通過したら</td></tr><tr><td>Volitional 意向形</td><td>通過しよう</td></tr><tr><td>Imperative 命令形</td><td>通過しろ</td></tr><tr><td>Want to たい形</td><td>通過したい</td></tr><tr><td>Should べき形</td><td>通過すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>通過なさる</td></tr><tr><td>Humble 謙譲語</td><td>通過いたす</td></tr></table></details>"
マイグレーションは成功しました。,The migration was a success.,成功,マイグレーションは成功【せいこう】しました。,マイグレーションは成功【せいこう】しました。,Workflow - Success,success,"<details class=""conjugation-section""><summary>Conjugations for 成功 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>成功する</td></tr><tr><td>Polite ます形</td><td>成功します</td></tr><tr><td>Negative ない形</td><td>成功しない</td></tr><tr><td>Te-form て形</td><td>成功して</td></tr><tr><td>Past た形</td><td>成功した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>成功できる</td></tr><tr><td>Passive 受身形</td><td>成功される</td></tr><tr><td>Causative 使役形</td><td>成功させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>成功させられる</td></tr><tr><td>Conditional 仮定形</td><td>成功すれば</td></tr><tr><td>Conditional たら形</td><td>成功したら</td></tr><tr><td>Volitional 意向形</td><td>成功しよう</td></tr><tr><td>Imperative 命令形</td><td>成功しろ</td></tr><tr><td>Want to たい形</td><td>成功したい</td></tr><tr><td>Should べき形</td><td>成功すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>成功なさる</td></tr><tr><td>Humble 謙譲語</td><td>成功いたす</td></tr></table></details>"
あなたのマシンでこれは動きますか？,Does this work on your machine?,動きますか,あなたのマシンでこれは動【うご】きますか？,あなたのマシンでこれは動【うご】きますか？,Workflow - Status,does it work?,"<details class=""conjugation-section""><summary>Conjugations for 動きますか (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>動く</td></tr><tr><td>Polite ます形</td><td>動きます</td></tr><tr><td>Negative ない形</td><td>動かない</td></tr><tr><td>Te-form て形</td><td>動いて</td></tr><tr><td>Past た形</td><td>動いた</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>動ける</td></tr><tr><td>Passive 受身形</td><td>動かれる</td></tr><tr><td>Causative 使役形</td><td>動かせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>動かせられる</td></tr><tr><td>Conditional 仮定形</td><td>動けば</td></tr><tr><td>Conditional たら形</td><td>動いたら</td></tr><tr><td>Volitional 意向形</td><td>動こう</td></tr><tr><td>Imperative 命令形</td><td>動け</td></tr><tr><td>Want to たい形</td><td>動きたい</td></tr><tr><td>Should べき形</td><td>動くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>動かれる</td></tr><tr><td>Humble 謙譲語</td><td>お動きする</td></tr></table></details>"
ユーザーがログアウトしているとこれは動きません。,This doesn't work when the user is logged out.,動きません,ユーザーがログアウトしているとこれは動【うご】きません。,ユーザーがログアウトしているとこれは動【うご】きません。,Debug - Issue,not working,"<details class=""conjugation-section""><summary>Conjugations for 動きません (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>動く</td></tr><tr><td>Polite ます形</td><td>動きます</td></tr><tr><td>Negative ない形</td><td>動かない</td></tr><tr><td>Te-form て形</td><td>動いて</td></tr><tr><td>Past た形</td><td>動いた</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>動ける</td></tr><tr><td>Passive 受身形</td><td>動かれる</td></tr><tr><td>Causative 使役形</td><td>動かせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>動かせられる</td></tr><tr><td>Conditional 仮定形</td><td>動けば</td></tr><tr><td>Conditional たら形</td><td>動いたら</td></tr><tr><td>Volitional 意向形</td><td>動こう</td></tr><tr><td>Imperative 命令形</td><td>動け</td></tr><tr><td>Want to たい形</td><td>動きたい</td></tr><tr><td>Should べき形</td><td>動くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>動かれる</td></tr><tr><td>Humble 謙譲語</td><td>お動きする</td></tr></table></details>"
データベース接続に問題があります。,There's an issue with the database connection.,接続,データベース接続【せつぞく】に問題【もんだい】があります。,データベース接続【せつぞく】に問題【もんだい】が、あります。,Infrastructure - Connection,connection,"<details class=""conjugation-section""><summary>Conjugations for 接続 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>接続する</td></tr><tr><td>Polite ます形</td><td>接続します</td></tr><tr><td>Negative ない形</td><td>接続しない</td></tr><tr><td>Te-form て形</td><td>接続して</td></tr><tr><td>Past た形</td><td>接続した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>接続できる</td></tr><tr><td>Passive 受身形</td><td>接続される</td></tr><tr><td>Causative 使役形</td><td>接続させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>接続させられる</td></tr><tr><td>Conditional 仮定形</td><td>接続すれば</td></tr><tr><td>Conditional たら形</td><td>接続したら</td></tr><tr><td>Volitional 意向形</td><td>接続しよう</td></tr><tr><td>Imperative 命令形</td><td>接続しろ</td></tr><tr><td>Want to たい形</td><td>接続したい</td></tr><tr><td>Should べき形</td><td>接続すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>接続なさる</td></tr><tr><td>Humble 謙譲語</td><td>接続いたす</td></tr></table></details>"
問題は認証ロジックにあります。,The problem is in the authentication logic.,認証,問題【もんだい】は認証【にんしょう】ロジックにあります。,問題【もんだい】は認証【にんしょう】ロジックにあります。,Security - Authentication,authentication,"<details class=""conjugation-section""><summary>Conjugations for 認証 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>認証する</td></tr><tr><td>Polite ます形</td><td>認証します</td></tr><tr><td>Negative ない形</td><td>認証しない</td></tr><tr><td>Te-form て形</td><td>認証して</td></tr><tr><td>Past た形</td><td>認証した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>認証できる</td></tr><tr><td>Passive 受身形</td><td>認証される</td></tr><tr><td>Causative 使役形</td><td>認証させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>認証させられる</td></tr><tr><td>Conditional 仮定形</td><td>認証すれば</td></tr><tr><td>Conditional たら形</td><td>認証したら</td></tr><tr><td>Volitional 意向形</td><td>認証しよう</td></tr><tr><td>Imperative 命令形</td><td>認証しろ</td></tr><tr><td>Want to たい形</td><td>認証したい</td></tr><tr><td>Should べき形</td><td>認証すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>認証なさる</td></tr><tr><td>Humble 謙譲語</td><td>認証いたす</td></tr></table></details>"
原因はnullチェックの欠落でした。,The cause was a missing null check.,原因,原因【げんいん】はnullチェックの欠落【けつらく】でした。,原因【げんいん】はnullチェックの欠落【けつらく】でした。,Debug - Root Cause,cause,"<details class=""conjugation-section""><summary>Conjugations for 原因 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>原因する</td></tr><tr><td>Polite ます形</td><td>原因します</td></tr><tr><td>Negative ない形</td><td>原因しない</td></tr><tr><td>Te-form て形</td><td>原因して</td></tr><tr><td>Past た形</td><td>原因した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>原因できる</td></tr><tr><td>Passive 受身形</td><td>原因される</td></tr><tr><td>Causative 使役形</td><td>原因させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>原因させられる</td></tr><tr><td>Conditional 仮定形</td><td>原因すれば</td></tr><tr><td>Conditional たら形</td><td>原因したら</td></tr><tr><td>Volitional 意向形</td><td>原因しよう</td></tr><tr><td>Imperative 命令形</td><td>原因しろ</td></tr><tr><td>Want to たい形</td><td>原因したい</td></tr><tr><td>Should べき形</td><td>原因すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>原因なさる</td></tr><tr><td>Humble 謙譲語</td><td>原因いたす</td></tr></table></details>"
障害の根本原因を見つけました。,We found the root cause of the outage.,根本原因,障害【しょうがい】の根本【こんぽん】原因【げんいん】を見【み】つけました。,障害【しょうが、い】の根本【こんぽん】原因【げんいん】を見【み】つけました。,Debug - Root Cause,root cause,
修正は簡単です。try-catchを追加するだけです。,The fix is simple - just add a try-catch.,簡単,修正【しゅうせい】は簡単【かんたん】です。try-catchを追加【ついか】するだけです。,修正【しゅうせい】は簡単【かんたん】です。try-catchを追加【ついか】するだけです。,Development - Simple,simple/easy,
この重大なバグにホットフィックスが必要です。,We need a hotfix for this critical bug.,ホットフィックス,この重大【じゅうだい】なバグにホットフィックスが必要【ひつよう】です。,この重大【じゅうだい】なバグにホットフィックスが必要【ひつよう】です。,Debug - Hotfix,hotfix,
セキュリティパッチをすぐに適用してください。,Apply the security patch immediately.,適用,セキュリティパッチをすぐに適用【てきよう】してください。,セキュリティパッチをすぐに適用【てきよう】してください。,Development - Apply,apply,"<details class=""conjugation-section""><summary>Conjugations for 適用 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>適用する</td></tr><tr><td>Polite ます形</td><td>適用します</td></tr><tr><td>Negative ない形</td><td>適用しない</td></tr><tr><td>Te-form て形</td><td>適用して</td></tr><tr><td>Past た形</td><td>適用した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>適用できる</td></tr><tr><td>Passive 受身形</td><td>適用される</td></tr><tr><td>Causative 使役形</td><td>適用させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>適用させられる</td></tr><tr><td>Conditional 仮定形</td><td>適用すれば</td></tr><tr><td>Conditional たら形</td><td>適用したら</td></tr><tr><td>Volitional 意向形</td><td>適用しよう</td></tr><tr><td>Imperative 命令形</td><td>適用しろ</td></tr><tr><td>Want to たい形</td><td>適用したい</td></tr><tr><td>Should べき形</td><td>適用すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>適用なさる</td></tr><tr><td>Humble 謙譲語</td><td>適用いたす</td></tr></table></details>"
適切に修正するまでの回避策があります。,There's a workaround until we fix it properly.,回避策,適切【てきせつ】に修正【しゅうせい】するまでの回避策【かいひさく】があります。,適切【てきせつ】に修正【しゅうせい】するまでの回避策【かいひさく】が、あります。,Debug - Workaround,workaround,"<details class=""conjugation-section""><summary>Conjugations for 回避策 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>回避する</td></tr><tr><td>Polite ます形</td><td>回避します</td></tr><tr><td>Negative ない形</td><td>回避しない</td></tr><tr><td>Te-form て形</td><td>回避して</td></tr><tr><td>Past た形</td><td>回避した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>回避できる</td></tr><tr><td>Passive 受身形</td><td>回避される</td></tr><tr><td>Causative 使役形</td><td>回避させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>回避させられる</td></tr><tr><td>Conditional 仮定形</td><td>回避すれば</td></tr><tr><td>Conditional たら形</td><td>回避したら</td></tr><tr><td>Volitional 意向形</td><td>回避しよう</td></tr><tr><td>Imperative 命令形</td><td>回避しろ</td></tr><tr><td>Want to たい形</td><td>回避したい</td></tr><tr><td>Should べき形</td><td>回避すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>回避なさる</td></tr><tr><td>Humble 謙譲語</td><td>回避いたす</td></tr></table></details>"
これは一時的な修正です。,This is a temporary fix.,一時的,これは一時的【いちじてき】な修正【しゅうせい】です。,これは一時的【いちじてき】な修正【しゅうせい】です。,Development - Temporary,temporary,
恒久的な解決策が必要です。,We need a permanent solution.,恒久的,恒久的【こうきゅうてき】な解決策【かいけつさく】が必要【ひつよう】です。,恒久的【こうきゅうてき】な解決策【かいけつさく】が必要【ひつよう】です。,Development - Permanent,permanent,
これは先週のリリースからのリグレッションです。,This is a regression from last week's release.,リグレッション,これは先週【せんしゅう】のリリースからのリグレッションです。,これは先週【せんしゅう】のリリースからのリグレッションです。,Testing - Regression,regression,
このテストは不安定です。通ったり通らなかったりします。,"This test is flaky - sometimes it passes, sometimes not.",不安定,このテストは不安定【ふあんてい】です。通【とお】ったり通【とお】らなかったりします。,このテストは不安定【ふあんてい】です。通【とお】ったり通【とお】らなかったりします。,Testing - Flaky,unstable,
エラーは断続的で再現が難しいです。,The error is intermittent and hard to reproduce.,再現,エラーは断続的【だんぞくてき】で再現【さいげん】が難【むずか】しいです。,エラーは断続的【だんぞくてき】で再現【さいげん】が難【むずか】しいです。,Debug - Reproduce,reproduce,"<details class=""conjugation-section""><summary>Conjugations for 再現 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>再現する</td></tr><tr><td>Polite ます形</td><td>再現します</td></tr><tr><td>Negative ない形</td><td>再現しない</td></tr><tr><td>Te-form て形</td><td>再現して</td></tr><tr><td>Past た形</td><td>再現した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>再現できる</td></tr><tr><td>Passive 受身形</td><td>再現される</td></tr><tr><td>Causative 使役形</td><td>再現させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>再現させられる</td></tr><tr><td>Conditional 仮定形</td><td>再現すれば</td></tr><tr><td>Conditional たら形</td><td>再現したら</td></tr><tr><td>Volitional 意向形</td><td>再現しよう</td></tr><tr><td>Imperative 命令形</td><td>再現しろ</td></tr><tr><td>Want to たい形</td><td>再現したい</td></tr><tr><td>Should べき形</td><td>再現すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>再現なさる</td></tr><tr><td>Humble 謙譲語</td><td>再現いたす</td></tr></table></details>"
バグを再現できますか？,Can you reproduce the bug?,再現,バグを再現【さいげん】できますか？,バグを再現【さいげん】できますか？,Debug - Reproduce,reproduce,"<details class=""conjugation-section""><summary>Conjugations for 再現 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>再現する</td></tr><tr><td>Polite ます形</td><td>再現します</td></tr><tr><td>Negative ない形</td><td>再現しない</td></tr><tr><td>Te-form て形</td><td>再現して</td></tr><tr><td>Past た形</td><td>再現した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>再現できる</td></tr><tr><td>Passive 受身形</td><td>再現される</td></tr><tr><td>Causative 使役形</td><td>再現させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>再現させられる</td></tr><tr><td>Conditional 仮定形</td><td>再現すれば</td></tr><tr><td>Conditional たら形</td><td>再現したら</td></tr><tr><td>Volitional 意向形</td><td>再現しよう</td></tr><tr><td>Imperative 命令形</td><td>再現しろ</td></tr><tr><td>Want to たい形</td><td>再現したい</td></tr><tr><td>Should べき形</td><td>再現すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>再現なさる</td></tr><tr><td>Humble 謙譲語</td><td>再現いたす</td></tr></table></details>"
これを再現する手順は何ですか？,What are the steps to reproduce this?,手順,これを再現【さいげん】する手順【てじゅん】は何【なん】ですか？,これを再現【さいげん】する手順【てじゅん】は何【なん】ですか？,Debug - Steps,procedure,
期待される動作はエラーを表示することです。,The expected behavior is to show an error.,期待される,期待【きたい】される動作【どうさ】はエラーを表示【ひょうじ】することです。,期待【きたい】される動作【どうさ】はエラーを表示【ひょうじ】することです。,Testing - Expected,expected,"<details class=""conjugation-section""><summary>Conjugations for 期待される (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>期待する</td></tr><tr><td>Polite ます形</td><td>期待します</td></tr><tr><td>Negative ない形</td><td>期待しない</td></tr><tr><td>Te-form て形</td><td>期待して</td></tr><tr><td>Past た形</td><td>期待した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>期待できる</td></tr><tr><td>Passive 受身形</td><td>期待される</td></tr><tr><td>Causative 使役形</td><td>期待させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>期待させられる</td></tr><tr><td>Conditional 仮定形</td><td>期待すれば</td></tr><tr><td>Conditional たら形</td><td>期待したら</td></tr><tr><td>Volitional 意向形</td><td>期待しよう</td></tr><tr><td>Imperative 命令形</td><td>期待しろ</td></tr><tr><td>Want to たい形</td><td>期待したい</td></tr><tr><td>Should べき形</td><td>期待すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>期待なさる</td></tr><tr><td>Humble 謙譲語</td><td>期待いたす</td></tr></table></details>"
実際の結果は空白の画面です。,The actual result is a blank screen.,実際,実際【じっさい】の結果【けっか】は空白【くうはく】の画面【がめん】です。,実際【じっさい】の結果【けっか】は空白【くうはく】の画面【が、めん】です。,Testing - Actual,actually,
今日この問題を調査します。,I'll investigate this issue today.,調査,今日【きょう】この問題【もんだい】を調査【ちょうさ】します。,今日【きょう】この問題【もんだい】を調査【ちょうさ】します。,Debug - Investigate,investigate,"<details class=""conjugation-section""><summary>Conjugations for 調査 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>調査する</td></tr><tr><td>Polite ます形</td><td>調査します</td></tr><tr><td>Negative ない形</td><td>調査しない</td></tr><tr><td>Te-form て形</td><td>調査して</td></tr><tr><td>Past た形</td><td>調査した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>調査できる</td></tr><tr><td>Passive 受身形</td><td>調査される</td></tr><tr><td>Causative 使役形</td><td>調査させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>調査させられる</td></tr><tr><td>Conditional 仮定形</td><td>調査すれば</td></tr><tr><td>Conditional たら形</td><td>調査したら</td></tr><tr><td>Volitional 意向形</td><td>調査しよう</td></tr><tr><td>Imperative 命令形</td><td>調査しろ</td></tr><tr><td>Want to たい形</td><td>調査したい</td></tr><tr><td>Should べき形</td><td>調査すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>調査なさる</td></tr><tr><td>Humble 謙譲語</td><td>調査いたす</td></tr></table></details>"
なぜこれが失敗しているかトラブルシュートさせてください。,Let me troubleshoot why this is failing.,トラブルシュート,なぜこれが失敗【しっぱい】しているかトラブルシュートさせてください。,なぜこれが失敗【しっぱい】しているかトラブルシュートさせてください。,Debug - Troubleshoot,trouble,
コードはクリーンで読みやすく見えます。,The code looks clean and readable.,読みやすく,コードはクリーンで読【よ】みやすく見【み】えます。,コードはクリーンで読【よ】みやすく見【み】えます。,Code Quality - Readability,readable,"<details class=""conjugation-section""><summary>Conjugations for 読みやすく (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>読む</td></tr><tr><td>Polite ます形</td><td>読みます</td></tr><tr><td>Negative ない形</td><td>読まない</td></tr><tr><td>Te-form て形</td><td>読んで</td></tr><tr><td>Past た形</td><td>読んだ</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>読める</td></tr><tr><td>Passive 受身形</td><td>読まれる</td></tr><tr><td>Causative 使役形</td><td>読ませる</td></tr><tr><td>Caus-Pass 使役受身</td><td>読ませられる</td></tr><tr><td>Conditional 仮定形</td><td>読めば</td></tr><tr><td>Conditional たら形</td><td>読んだら</td></tr><tr><td>Volitional 意向形</td><td>読もう</td></tr><tr><td>Imperative 命令形</td><td>読め</td></tr><tr><td>Want to たい形</td><td>読みたい</td></tr><tr><td>Should べき形</td><td>読むべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>読まれる</td></tr><tr><td>Humble 謙譲語</td><td>お読みする</td></tr></table></details>"
