Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
変更前にスナップショットを取ってください。,Take a snapshot before changes.,スナップショット,変更【へんこう】前【まえ】にスナップショットを取【と】ってください。,変更【へんこう】前【まえ】にスナップショットを取【と】ってください。,Aws - Snapshot,polite,snapshot,,
このインスタンスからAMIを作成してください。,Create an AMI from this instance.,AMI,このインスタンスからAMIを作成【さくせい】してください。,このインスタンスからAMIを作成【さくせい】してください。,Aws - Ami,polite,AMI (image),,
シークレットはSecrets Managerに保存してください。,Store secrets in Secrets Manager.,Secrets Manager,シークレットはSecrets Managerに保存【ほぞん】してください。,シークレットはSecrets Managerに保存【ほぞん】してください。,Aws - Secrets Manager,polite,Secret,,
設定にはParameter Storeを使ってください。,Use Parameter Store for configs.,パラメータストア,設定【せってい】にはParameter Storeを使【つか】ってください。,設定【せってい】にはParameter Storeを使【つか】ってください。,Aws - Parameter Store,polite,parameter,,
KMSで暗号化してください。,Encrypt with KMS.,KMS,KMSで暗号化【あんごうか】してください。,KMSで暗号化【あんごうか】してください。,Aws - Kms,polite,KMS (encryption),,
ユーザー認証にはCognitoを使ってください。,Use Cognito for user auth.,Cognito,ユーザー認証【にんしょう】にはCognitoを使【つか】ってください。,ユーザー認証【にんしょう】にはCognitoを使【つか】ってください。,Aws - Cognito,polite,Cognito (auth),,
Step Functionsでオーケストレーションしてください。,Orchestrate with Step Functions.,Step Functions,Step Functionsでオーケストレーションしてください。,Step Functionsでオーケストレーションしてください。,Aws - Step Functions,polite,Step Functions,,
EventBridge経由でLambdaをトリガーしてください。,Trigger Lambda via EventBridge.,EventBridge,EventBridge経由【けいゆ】でLambdaをトリガーしてください。,EventBridge経由【けいゆ】でLambdaをトリガーしてください。,Aws - Eventbridge,polite,EventBridge (events),,
Kinesis経由でデータをストリーミングしてください。,Stream data through Kinesis.,Kinesis,Kinesis経由【けいゆ】でデータをストリーミングしてください。,Kinesis経由【けいゆ】でデータをストリーミングしてください。,Aws - Kinesis,polite,Kinesis (streaming),,
データウェアハウスにはRedshiftを使ってください。,Use Redshift for data warehouse.,Redshift,データウェアハウスにはRedshiftを使【つか】ってください。,データウェアハウスにはRedshiftを使【つか】ってください。,Aws - Redshift,polite,Redshift (data warehouse),,
AthenaでS3データをクエリしてください。,Query S3 data with Athena.,Athena,AthenaでS3データをクエリしてください。,AthenaでS3データをクエリしてください。,Aws - Athena,polite,Athena (query),,
ETLジョブにはGlueを使ってください。,Use Glue for ETL jobs.,Glue,ETLジョブにはGlueを使【つか】ってください。,ETLジョブにはGlueを使【つか】ってください。,Aws - Glue,polite,Glue (ETL),,
CodeBuildでビルドしてください。,Build with CodeBuild.,CodeBuild,CodeBuildでビルドしてください。,CodeBuildでビルドしてください。,Aws - Codebuild,polite,CodeBuild,,
CodeDeployでデプロイしてください。,Deploy with CodeDeploy.,CodeDeploy,CodeDeployでデプロイしてください。,CodeDeployでデプロイしてください。,Aws - Codedeploy,polite,CodeDeploy,,
CI/CD用にCodePipelineを設定してください。,Set up CodePipeline for CI/CD.,CodePipeline,CI/CD用【よう】にCodePipelineを設定【せってい】してください。,CI/CD用【よう】にCodePipelineを設定【せってい】してください。,Aws - Codepipeline,polite,CodePipeline,,
監査ログはCloudTrailで確認してください。,Check CloudTrail for audit logs.,CloudTrail,監査【かんさ】ログはCloudTrailで確認【かくにん】してください。,監査【かんさ】ログはCloudTrailで確認【かくにん】してください。,Aws - Cloudtrail,polite,CloudTrail (audit),,
Cost Explorerでコストを確認してください。,Review costs in Cost Explorer.,Cost Explorer,Cost Explorerでコストを確認【かくにん】してください。,Cost Explorerでコストを確認【かくにん】してください。,Aws - Cost Explorer,polite,Cost Explorer,,
パフォーマンスを改善する必要があります。,We need to improve performance.,パフォーマンス,パフォーマンスを改善【かいぜん】する必要【ひつよう】があります。,パフォーマンスを改善【かいぜん】する必要【ひつよう】が、あります。,Performance - General,polite,performance,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ふぉ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></span>",
このクエリを最適化してください。,Optimize this query.,最適化,このクエリを最適化【さいてきか】してください。,このクエリを最適化【さいてきか】してください。,Performance - Optimization,polite,optimize,,
ページの読み込みが遅いです。,The page load is slow.,遅い,ページの読【よ】み込【こ】みが遅【おそ】いです。,ページの読【よ】み込【こ】みが遅【おそ】いです。,Performance - Latency,polite,slow,"<ruby class=""vocab"">遅い<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 遅い (い形容詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>遅い</td></tr><tr><td>Negative ない形</td><td>遅くない</td></tr><tr><td>Past た形</td><td>遅かった</td></tr><tr><td>Past Neg なかった</td><td>遅くなかった</td></tr><tr><td>Te-form て形</td><td>遅くて</td></tr><tr><td>Adverbial く形</td><td>遅く</td></tr></table></details>"
APIを速くしてください。,Make the API fast.,速い,APIを速【はや】くしてください。,APIを速【はや】くしてください。,Performance - Optimization,polite,fast,"<ruby class=""vocab"">速い<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">や</span><span class=""pitch-l"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 速い (い形容詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>早い</td></tr><tr><td>Negative ない形</td><td>早くない</td></tr><tr><td>Past た形</td><td>早かった</td></tr><tr><td>Past Neg なかった</td><td>早くなかった</td></tr><tr><td>Te-form て形</td><td>早くて</td></tr><tr><td>Adverbial く形</td><td>早く</td></tr></table></details>"
レイテンシーを削減してください。,Reduce the latency.,レイテンシー,レイテンシーを削減【さくげん】してください。,レイテンシーを削減【さくげん】してください。,Performance - Latency,polite,latency,"<span class=""vocab""><span class=""pitch-l"">れ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">し</span><span class=""pitch-l"">ー</span></span>",
レスポンスタイムは200ms以下にしてください。,Response time should be under 200ms.,レスポンスタイム,レスポンスタイムは200ms以下【いか】にしてください。,レスポンスタイムは200ms以下【いか】にしてください。,Performance - Latency,polite,response time,,
スループットを向上させてください。,Increase throughput.,スループット,スループットを向上【こうじょう】させてください。,スループットを向上【こうじょう】させてください。,Performance - Throughput,polite,throughput,"<span class=""vocab""><span class=""pitch-l"">す</span><span class=""pitch-h"">る</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ぷ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></span>",
データベースがボトルネックです。,The database is the bottleneck.,ボトルネック,データベースがボトルネックです。,データベースがボトルネックです。,Performance - Bottleneck,polite,bottleneck,,
問題を見つけるためにコードをプロファイルしてください。,Profile the code to find issues.,プロファイル,問題【もんだい】を見【み】つけるためにコードをプロファイルしてください。,問題【もんだい】を見【み】つけるためにコードをプロファイルしてください。,Performance - Profiling,polite,profile,"<span class=""vocab""><span class=""pitch-l"">ぷ</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">ふぁ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">る</span></span>",
変更前後でベンチマークを実行してください。,Run benchmarks before and after.,ベンチマーク,変更【へんこう】前後【ぜんご】でベンチマークを実行【じっこう】してください。,変更【へんこう】前後【ぜんご】でベンチマークを実行【じっこう】してください。,Performance - Benchmark,polite,benchmark,,
このメトリクスを追跡してください。,Track this metric.,メトリクス,このメトリクスを追跡【ついせき】してください。,このメトリクスを追跡【ついせき】してください。,Monitoring - Metrics,polite,metrics,"<span class=""vocab""><span class=""pitch-l"">め</span><span class=""pitch-h"">と</span><span class=""pitch-h"">り</span><span class=""pitch-l"">く</span><span class=""pitch-l"">す</span></span>",
モニタリングダッシュボードを確認してください。,Check the monitoring dashboard.,ダッシュボード,モニタリングダッシュボードを確認【かくにん】してください。,モニタリングダッシュボードを確認【かくにん】してください。,Monitoring - Dashboard,polite,dashboard,"<span class=""vocab""><span class=""pitch-l"">だ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">しゅ</span><span class=""pitch-h"">ぼ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ど</span></span>",
エラー用にアラートを設定してください。,Set up an alert for errors.,アラート,エラー用【よう】にアラートを設定【せってい】してください。,エラー用【よう】にアラートを設定【せってい】してください。,Monitoring - Alert,polite,alert,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></span>",
閾値を超えたらアラートを出してください。,Alert when above threshold.,閾値,閾値【しきいち】を超【こ】えたらアラートを出【だ】してください。,閾値【しきいち】を超【こ】えたらアラートを出【だ】してください。,Monitoring - Threshold,polite,threshold,"<ruby class=""vocab"">閾値<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">き</span><span class=""pitch-h"">い</span><span class=""pitch-l"">ち</span></rt></ruby>",
サービスを注意深くモニターしてください。,Monitor the service closely.,モニター,サービスを注意深【ちゅういぶか】くモニターしてください。,サービスを注意深【ちゅういぶか】くモニターしてください。,Monitoring - General,polite,monitor,"<span class=""vocab""><span class=""pitch-h"">も</span><span class=""pitch-l"">に</span><span class=""pitch-l"">た</span><span class=""pitch-l"">ー</span></span>","<details class=""conjugation-section""><summary>Conjugations for モニター (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>モニターする</td></tr><tr><td>Polite ます形</td><td>モニターします</td></tr><tr><td>Polite Negative ません形</td><td>モニターしません</td></tr><tr><td>Te-form て形</td><td>モニターして</td></tr><tr><td>Polite Past ました形</td><td>モニターしました</td></tr><tr><td>Progressive ている形</td><td>モニターしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>モニターできる</td></tr><tr><td>Passive 受身形</td><td>モニターされる</td></tr><tr><td>Conditional たら形</td><td>モニターしたら</td></tr><tr><td>Volitional 意向形</td><td>モニターしよう</td></tr><tr><td>Should べき形</td><td>モニターすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>モニターなさる</td></tr><tr><td>Humble 謙譲語</td><td>モニターいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
可観測性を改善してください。,Improve observability.,可観測性,可観測性【かかんそくせい】を改善【かいぜん】してください。,可観測性【かかんそくせい】を改善【かいぜん】してください。,Monitoring - Observability,polite,observability,,
ロギングを追加してください。,Add more logging.,ロギング,ロギングを追加【ついか】してください。,ロギングを追加【ついか】してください。,Monitoring - Logging,polite,logging,"<span class=""vocab""><span class=""pitch-l"">ろ</span><span class=""pitch-h"">ぎ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span></span>","<details class=""conjugation-section""><summary>Conjugations for ロギング (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>ロギングする</td></tr><tr><td>Polite ます形</td><td>ロギングします</td></tr><tr><td>Polite Negative ません形</td><td>ロギングしません</td></tr><tr><td>Te-form て形</td><td>ロギングして</td></tr><tr><td>Polite Past ました形</td><td>ロギングしました</td></tr><tr><td>Progressive ている形</td><td>ロギングしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>ロギングできる</td></tr><tr><td>Passive 受身形</td><td>ロギングされる</td></tr><tr><td>Conditional たら形</td><td>ロギングしたら</td></tr><tr><td>Volitional 意向形</td><td>ロギングしよう</td></tr><tr><td>Should べき形</td><td>ロギングすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>ロギングなさる</td></tr><tr><td>Humble 謙譲語</td><td>ロギングいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
分散トレーシングを使ってください。,Use distributed tracing.,トレーシング,分散【ぶんさん】トレーシングを使【つか】ってください。,分散【ぶんさん】トレーシングを使【つか】ってください。,Monitoring - Tracing,polite,tracing,"<span class=""vocab""><span class=""pitch-l"">と</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">し</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぐ</span></span>",
各リクエストはトレーススパンを作成します。,Each request creates a trace span.,スパン,各【かく】リクエストはトレーススパンを作成【さくせい】します。,各【かく】リクエストはトレーススパンを作成【さくせい】します。,Monitoring - Tracing,polite,span,"<span class=""vocab""><span class=""pitch-l"">す</span><span class=""pitch-h"">ぱ</span><span class=""pitch-l"">ん</span></span>",
ログでトレースIDを探してください。,Find the trace ID in logs.,トレースID,ログでトレースIDを探【さが】してください。,ログでトレースIDを探【さが】してください。,Monitoring - Tracing,polite,trace,,
インサイトのためにAPMを確認してください。,Check the APM for insights.,APM,インサイトのためにAPMを確認【かくにん】してください。,インサイトのためにAPMを確認【かくにん】してください。,Monitoring - Apm,polite,APM (performance),,
メトリクスをDatadogに送信してください。,Send metrics to Datadog.,Datadog,メトリクスをDatadogに送信【そうしん】してください。,メトリクスをDatadogに送信【そうしん】してください。,Monitoring - Datadog,polite,Datadog,,
APMにはNew Relicを使ってください。,Use New Relic for APM.,New Relic,APMにはNew Relicを使【つか】ってください。,APMにはNew Relicを使【つか】ってください。,Monitoring - New Relic,polite,New Relic,,
Splunkでログを検索してください。,Search logs in Splunk.,Splunk,Splunkでログを検索【けんさく】してください。,Splunkでログを検索【けんさく】してください。,Monitoring - Splunk,polite,Splunk,,
Grafanaでダッシュボードを作成してください。,Build dashboards in Grafana.,Grafana,Grafanaでダッシュボードを作成【さくせい】してください。,Grafanaでダッシュボードを作成【さくせい】してください。,Monitoring - Grafana,polite,Grafana,,
Prometheusでメトリクスを収集してください。,Scrape metrics with Prometheus.,Prometheus,Prometheusでメトリクスを収集【しゅうしゅう】してください。,Prometheusでメトリクスを収集【しゅうしゅう】してください。,Monitoring - Prometheus,polite,Prometheus,,
ヘルスチェックが失敗しました。,The health check failed.,ヘルスチェック,ヘルスチェックが失敗【しっぱい】しました。,ヘルスチェックが失敗【しっぱい】しました。,Monitoring - Health Check,polite,health check,,
99.9%のアップタイムを維持してください。,Maintain 99.9% uptime.,アップタイム,99.9%のアップタイムを維持【いじ】してください。,99.9%のアップタイムを維持【いじ】してください。,Monitoring - Uptime,polite,uptime,,
5分間のダウンタイムがありました。,We had 5 minutes of downtime.,ダウンタイム,5分間【ふんかん】のダウンタイムがありました。,5分間【ふんかん】のダウンタイムが、ありました。,Monitoring - Downtime,polite,downtime,,
99.9%のSLAがあります。,We have a 99.9% SLA.,SLA,99.9%のSLAがあります。,99.9%のSLAが、あります。,Monitoring - Sla,polite,SLA,,
サービスのSLOを定義してください。,Define SLOs for the service.,SLO,サービスのSLOを定義【ていぎ】してください。,サービスのSLOを定義【ていぎ】してください。,Monitoring - Slo,polite,SLO,,
信頼性のためにSLIを追跡してください。,Track SLIs for reliability.,SLI,信頼性【しんらいせい】のためにSLIを追跡【ついせき】してください。,信頼性【しんらいせい】のためにSLIを追跡【ついせき】してください。,Monitoring - Sli,polite,SLI,,
エラー率が高すぎます。,The error rate is too high.,エラー率,エラー率【りつ】が高【たか】すぎます。,エラー率【りつ】が高【たか】すぎます。,Monitoring - Error Rate,polite,error,,
成功率が95%に低下しました。,Success rate dropped to 95%.,成功率,成功率【せいこうりつ】が95%に低下【ていか】しました。,成功率【せいこうりつ】が95%に低下【ていか】しました。,Monitoring - Success Rate,polite,success rate,,
P99レイテンシーは500msです。,P99 latency is 500ms.,パーセンタイル,P99レイテンシーは500msです。,P99レイテンシーは500msです。,Monitoring - Percentile,polite,percentile,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span><span class=""pitch-l"">る</span></span>",
99パーセンタイルを確認してください。,Look at the 99th percentile.,パーセンタイル,99パーセンタイルを確認【かくにん】してください。,99パーセンタイルを確認【かくにん】してください。,Monitoring - Percentile,polite,percentile,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span><span class=""pitch-l"">る</span></span>",
平均レスポンスタイムは100msです。,Average response time is 100ms.,平均,平均【へいきん】レスポンスタイムは100msです。,平均【へいきん】レスポンスタイムは100msです。,Monitoring - Average,polite,average,"<ruby class=""vocab"">平均<rt><span class=""pitch-l"">へ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">き</span><span class=""pitch-h"">ん</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 平均 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>平均する</td></tr><tr><td>Polite ます形</td><td>平均します</td></tr><tr><td>Polite Negative ません形</td><td>平均しません</td></tr><tr><td>Te-form て形</td><td>平均して</td></tr><tr><td>Polite Past ました形</td><td>平均しました</td></tr><tr><td>Progressive ている形</td><td>平均しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>平均できる</td></tr><tr><td>Passive 受身形</td><td>平均される</td></tr><tr><td>Conditional たら形</td><td>平均したら</td></tr><tr><td>Volitional 意向形</td><td>平均しよう</td></tr><tr><td>Should べき形</td><td>平均すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>平均なさる</td></tr><tr><td>Humble 謙譲語</td><td>平均いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
トラフィックスパイクがありました。,There was a traffic spike.,スパイク,トラフィックスパイクがありました。,トラフィックスパイクが、ありました。,Monitoring - Traffic,polite,spike,"<span class=""vocab""><span class=""pitch-l"">す</span><span class=""pitch-h"">ぱ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">く</span></span>","<details class=""conjugation-section""><summary>Conjugations for スパイク (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>スパイクする</td></tr><tr><td>Polite ます形</td><td>スパイクします</td></tr><tr><td>Polite Negative ません形</td><td>スパイクしません</td></tr><tr><td>Te-form て形</td><td>スパイクして</td></tr><tr><td>Polite Past ました形</td><td>スパイクしました</td></tr><tr><td>Progressive ている形</td><td>スパイクしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>スパイクできる</td></tr><tr><td>Passive 受身形</td><td>スパイクされる</td></tr><tr><td>Conditional たら形</td><td>スパイクしたら</td></tr><tr><td>Volitional 意向形</td><td>スパイクしよう</td></tr><tr><td>Should べき形</td><td>スパイクすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>スパイクなさる</td></tr><tr><td>Humble 謙譲語</td><td>スパイクいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
昨夜インシデントがありました。,We had an incident last night.,インシデント,昨夜【さくや】インシデントがありました。,昨夜【さくや】インシデントが、ありました。,Incident - General,polite,incident,"<span class=""vocab""><span class=""pitch-h"">い</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">し</span><span class=""pitch-l"">で</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></span>",
障害は30分続きました。,The outage lasted 30 minutes.,障害,障害【しょうがい】は30分【ぷん】続【つづ】きました。,障害【しょうが、い】は30分【ぷん】続【つづ】きました。,Incident - Outage,polite,incident/failure,"<ruby class=""vocab"">障害<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">が</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 障害 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>障害する</td></tr><tr><td>Polite ます形</td><td>障害します</td></tr><tr><td>Polite Negative ません形</td><td>障害しません</td></tr><tr><td>Te-form て形</td><td>障害して</td></tr><tr><td>Polite Past ました形</td><td>障害しました</td></tr><tr><td>Progressive ている形</td><td>障害しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>障害できる</td></tr><tr><td>Passive 受身形</td><td>障害される</td></tr><tr><td>Conditional たら形</td><td>障害したら</td></tr><tr><td>Volitional 意向形</td><td>障害しよう</td></tr><tr><td>Should べき形</td><td>障害すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>障害なさる</td></tr><tr><td>Humble 謙譲語</td><td>障害いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
インシデントのポストモーテムを書いてください。,Write a postmortem for the incident.,ポストモーテム,インシデントのポストモーテムを書【か】いてください。,インシデントのポストモーテムを書【か】いてください。,Incident - Postmortem,polite,postmortem,,
根本原因分析を行ってください。,Do a root cause analysis.,根本原因分析,根本【こんぽん】原因【げんいん】分析【ぶんせき】を行【おこな】ってください。,根本【こんぽん】原因【げんいん】分析【ぶんせき】を行【おこな】ってください。,Incident - Rca,polite,root cause,,
今週はオンコールです。,I'm on-call this week.,オンコール,今週【こんしゅう】はオンコールです。,今週【こんしゅう】はオンコールです。,Incident - On-Call,polite,on-call,,
午前3時にページングされました。,I got paged at 3am.,ページング,午前【ごぜん】3時【じ】にページングされました。,午前【ごぜん】3時【じ】にページングされました。,Incident - Paging,polite,pagination,"<span class=""vocab""><span class=""pitch-l"">ぺ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span></span>",
シニアエンジニアにエスカレーションしてください。,Escalate to the senior engineer.,エスカレーション,シニアエンジニアにエスカレーションしてください。,シニアエンジニアにエスカレーションしてください。,Incident - Escalation,polite,escalation,"<span class=""vocab""><span class=""pitch-l"">え</span><span class=""pitch-h"">す</span><span class=""pitch-h"">か</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">ん</span></span>",
ランブックに従ってください。,Follow the runbook.,ランブック,ランブックに従【したが】ってください。,ランブックに従【したが】ってください。,Incident - Runbook,polite,runbook,,
インシデントプレイブックを確認してください。,Check the incident playbook.,プレイブック,インシデントプレイブックを確認【かくにん】してください。,インシデントプレイブックを確認【かくにん】してください。,Incident - Playbook,polite,playbook,,
問題を迅速に修復してください。,Remediate the issue quickly.,修復,問題【もんだい】を迅速【じんそく】に修復【しゅうふく】してください。,問題【もんだい】を迅速【じんそく】に修復【しゅうふく】してください。,Incident - Remediation,polite,repair,"<ruby class=""vocab"">修復<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ふ</span><span class=""pitch-h"">く</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 修復 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>修復する</td></tr><tr><td>Polite ます形</td><td>修復します</td></tr><tr><td>Polite Negative ません形</td><td>修復しません</td></tr><tr><td>Te-form て形</td><td>修復して</td></tr><tr><td>Polite Past ました形</td><td>修復しました</td></tr><tr><td>Progressive ている形</td><td>修復しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>修復できる</td></tr><tr><td>Passive 受身形</td><td>修復される</td></tr><tr><td>Conditional たら形</td><td>修復したら</td></tr><tr><td>Volitional 意向形</td><td>修復しよう</td></tr><tr><td>Should べき形</td><td>修復すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>修復なさる</td></tr><tr><td>Humble 謙譲語</td><td>修復いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
