Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
ワークライフバランスを維持してください。,Maintain work-life balance.,バランス,ワークライフバランスを維持【いじ】してください。,ワークライフバランスを維持【いじ】してください。,Career - Balance,polite,balance,"<ruby class=""vocab"">バランス<rt><span class=""pitch-l"">ば</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">す</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for バランス (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>バランスする</td></tr><tr><td>Polite ます形</td><td>バランスします</td></tr><tr><td>Polite Negative ません形</td><td>バランスしません</td></tr><tr><td>Te-form て形</td><td>バランスして</td></tr><tr><td>Polite Past ました形</td><td>バランスしました</td></tr><tr><td>Progressive ている形</td><td>バランスしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>バランスできる</td></tr><tr><td>Passive 受身形</td><td>バランスされる</td></tr><tr><td>Conditional たら形</td><td>バランスしたら</td></tr><tr><td>Volitional 意向形</td><td>バランスしよう</td></tr><tr><td>Should べき形</td><td>バランスすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>バランスなさる</td></tr><tr><td>Humble 謙譲語</td><td>バランスいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
あなたは成功します！,You will succeed!,成功する,あなたは成功【せいこう】します！,あなたは成功【せいこう】します！,Career - Success,polite,succeed,"<span class=""vocab"">成功する</span>","<details class=""conjugation-section""><summary>Conjugations for 成功する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>成功する</td></tr><tr><td>Polite ます形</td><td>成功します</td></tr><tr><td>Polite Negative ません形</td><td>成功しません</td></tr><tr><td>Te-form て形</td><td>成功して</td></tr><tr><td>Polite Past ました形</td><td>成功しました</td></tr><tr><td>Progressive ている形</td><td>成功しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>成功できる</td></tr><tr><td>Passive 受身形</td><td>成功される</td></tr><tr><td>Conditional たら形</td><td>成功したら</td></tr><tr><td>Volitional 意向形</td><td>成功しよう</td></tr><tr><td>Should べき形</td><td>成功すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>成功なさる</td></tr><tr><td>Humble 謙譲語</td><td>成功いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
本日は弊社のクラウド移行プロジェクトについてご説明いたします。,Today I will explain our cloud migration project.,ご説明いたします,本日【ほんじつ】は弊社【へいしゃ】のクラウド移行【いこう】プロジェクトについてご説明【せつめい】いたします。,本日【ほんじつ】は弊社【へいしゃ】のクラウド移行【いこう】プロジェクトについてご説明【せつめい】いたします。,Presentation - Formal,keigo,explain (formal keigo),"<ruby class=""vocab"">ご説明いたします<rt>ごせつめいいたします</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for ご説明いたします (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>ご説明いたする</td></tr><tr><td>Polite ます形</td><td>ご説明いたします</td></tr><tr><td>Polite Negative ません形</td><td>ご説明いたしません</td></tr><tr><td>Te-form て形</td><td>ご説明いたして</td></tr><tr><td>Polite Past ました形</td><td>ご説明いたしました</td></tr><tr><td>Progressive ている形</td><td>ご説明いたしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>ご説明いたできる</td></tr><tr><td>Passive 受身形</td><td>ご説明いたされる</td></tr><tr><td>Conditional たら形</td><td>ご説明いたしたら</td></tr><tr><td>Volitional 意向形</td><td>ご説明いたしよう</td></tr><tr><td>Should べき形</td><td>ご説明いたすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>ご説明いたなさる</td></tr><tr><td>Humble 謙譲語</td><td>ご説明いたいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
本日は30分ほどお時間をいただきます。,I will take approximately 30 minutes of your time today.,お時間をいただきます,本日【ほんじつ】は30分【ぷん】ほどお時間【じかん】をいただきます。,本日【ほんじつ】は30分【ぷん】ほどお時間【じかん】をいただきます。,Presentation - Formal,keigo,take your time (humble),"<ruby class=""vocab"">お時間をいただきます<rt>おじかんをいただきます</rt></ruby>",
ご質問は最後にお受けいたしますのでよろしくお願いいたします。,"I will take questions at the end, so thank you for your understanding.",お受けいたします,ご質問【しつもん】は最後【さいご】にお受【う】けいたしますのでよろしくお願【ねが】いいたします。,ご質問【しつもん】は最後【さいご】にお受【う】けいたしますのでよろしくお願【ねが】いいたします。,Presentation - Formal,keigo,receive / accept (humble),"<ruby class=""vocab"">お受けいたします<rt>おうけいたします</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for お受けいたします (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>お受けいたする</td></tr><tr><td>Polite ます形</td><td>お受けいたします</td></tr><tr><td>Polite Negative ません形</td><td>お受けいたしません</td></tr><tr><td>Te-form て形</td><td>お受けいたして</td></tr><tr><td>Polite Past ました形</td><td>お受けいたしました</td></tr><tr><td>Progressive ている形</td><td>お受けいたしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>お受けいたできる</td></tr><tr><td>Passive 受身形</td><td>お受けいたされる</td></tr><tr><td>Conditional たら形</td><td>お受けいたしたら</td></tr><tr><td>Volitional 意向形</td><td>お受けいたしよう</td></tr><tr><td>Should べき形</td><td>お受けいたすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>お受けいたなさる</td></tr><tr><td>Humble 謙譲語</td><td>お受けいたいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
本日のアジェンダは3つのパートに分かれております。,Today's agenda is divided into three parts.,分かれております,本日【ほんじつ】のアジェンダは3つのパートに分【わ】かれております。,本日【ほんじつ】のアジェンダは3つのパートに分【わ】かれております。,Presentation - Formal,keigo,is divided (formal continuous),"<ruby class=""vocab"">分かれております<rt>わかれております</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 分かれております (一段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>分かれる</td></tr><tr><td>Polite ます形</td><td>分かれます</td></tr><tr><td>Polite Negative ません形</td><td>分かれません</td></tr><tr><td>Te-form て形</td><td>分かれて</td></tr><tr><td>Polite Past ました形</td><td>分かれました</td></tr><tr><td>Progressive ている形</td><td>分かれています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>分かれられる</td></tr><tr><td>Passive 受身形</td><td>分かれられる</td></tr><tr><td>Conditional たら形</td><td>分かれたら</td></tr><tr><td>Volitional 意向形</td><td>分かれよう</td></tr><tr><td>Should べき形</td><td>分かれるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>分かれられる</td></tr><tr><td>Humble 謙譲語</td><td>お分かれする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
まず現状の課題について共有させていただきます。,"First, allow me to share the current challenges.",共有させていただきます,まず現状【げんじょう】の課題【かだい】について共有【きょうゆう】させていただきます。,まず現状【げんじょう】の課題【かだい】について共有【きょうゆう】させていただきます。,Presentation - Formal,keigo,allow me to share (humble),"<ruby class=""vocab"">共有させていただきます<rt>きょうゆうさせていただきます</rt></ruby>",
データが示すようにレイテンシが50パーセント改善されました。,"As the data shows, latency improved by 50%.",示すように,データが示【しめ】すようにレイテンシが50パーセント改善【かいぜん】されました。,データが示【しめ】すようにレイテンシが50パーセント改善【かいぜん】されました。,Presentation - Formal,keigo,as ... shows,"<ruby class=""vocab"">示すように<rt>しめすように</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 示すように (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>示す</td></tr><tr><td>Polite ます形</td><td>示します</td></tr><tr><td>Polite Negative ません形</td><td>示しません</td></tr><tr><td>Te-form て形</td><td>示して</td></tr><tr><td>Polite Past ました形</td><td>示しました</td></tr><tr><td>Progressive ている形</td><td>示しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>示せる</td></tr><tr><td>Passive 受身形</td><td>示される</td></tr><tr><td>Conditional たら形</td><td>示したら</td></tr><tr><td>Volitional 意向形</td><td>示そう</td></tr><tr><td>Should べき形</td><td>示すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>示される</td></tr><tr><td>Humble 謙譲語</td><td>お示しする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
この結果から言えることはスケーリング戦略が有効だということです。,What we can say from this result is that the scaling strategy is effective.,言えることは,この結果【けっか】から言【い】えることはスケーリング戦略【せんりゃく】が有効【ゆうこう】だということです。,この結果【けっか】から言【い】えることはスケーリング戦略【せんりゃく】が有効【ゆうこう】だということです。,Presentation - Formal,keigo,what can be said is,"<ruby class=""vocab"">言えることは<rt>いえることは</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 言えることは (一段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>言うる</td></tr><tr><td>Polite ます形</td><td>言うます</td></tr><tr><td>Polite Negative ません形</td><td>言うません</td></tr><tr><td>Te-form て形</td><td>言うて</td></tr><tr><td>Polite Past ました形</td><td>言うました</td></tr><tr><td>Progressive ている形</td><td>言うています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>言うられる</td></tr><tr><td>Passive 受身形</td><td>言うられる</td></tr><tr><td>Conditional たら形</td><td>言うたら</td></tr><tr><td>Volitional 意向形</td><td>言うよう</td></tr><tr><td>Should べき形</td><td>言うるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>言うられる</td></tr><tr><td>Humble 謙譲語</td><td>お言うする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
次のアクションは来週までにプロトタイプを完成させることでございます。,The next action is to complete the prototype by next week.,完成,次【つぎ】のアクションは来週【らいしゅう】までにプロトタイプを完成【かんせい】させることでございます。,次【つぎ】のアクションは来週【らいしゅう】までにプロトタイプを完成【かんせい】させることでございます。,Presentation - Formal,keigo,complete,"<ruby class=""vocab"">完成<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 完成 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>完成する</td></tr><tr><td>Polite ます形</td><td>完成します</td></tr><tr><td>Polite Negative ません形</td><td>完成しません</td></tr><tr><td>Te-form て形</td><td>完成して</td></tr><tr><td>Polite Past ました形</td><td>完成しました</td></tr><tr><td>Progressive ている形</td><td>完成しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>完成できる</td></tr><tr><td>Passive 受身形</td><td>完成される</td></tr><tr><td>Conditional たら形</td><td>完成したら</td></tr><tr><td>Volitional 意向形</td><td>完成しよう</td></tr><tr><td>Should べき形</td><td>完成すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>完成なさる</td></tr><tr><td>Humble 謙譲語</td><td>完成いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
こちらのグラフをご覧いただけますでしょうか。,Could you please take a look at this graph?,ご覧いただけます,こちらのグラフをご覧【らん】いただけますでしょうか。,こちらのグラフをご覧【らん】いただけますでしょうか。,Presentation - Formal,keigo,please look (respectful humble),"<ruby class=""vocab"">ご覧いただけます<rt>ごらんいただけます</rt></ruby>",
次のスライドで詳細をご説明いたします。,I will explain the details on the next slide.,詳細,次【つぎ】のスライドで詳細【しょうさい】をご説明【せつめい】いたします。,次【つぎ】のスライドで詳細【しょうさい】をご説明【せつめい】いたします。,Presentation - Formal,keigo,details,"<ruby class=""vocab"">詳細<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">い</span></rt></ruby>",
マイクロサービス化が完了しているという前提でお話しさせていただきます。,I will speak with the premise that the migration to microservices is complete.,前提,マイクロサービス化【か】が完了【かんりょう】しているという前提【ぜんてい】でお話【はな】しさせていただきます。,マイクロサービス化【か】が完了【かんりょう】しているという前提【ぜんてい】でお話【はな】しさせていただきます。,Presentation - Formal,keigo,premise / assumption,"<ruby class=""vocab"">前提<rt><span class=""pitch-l"">ぜ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>",
ご不明な点がございましたらいつでもお声がけください。,"If anything is unclear, please feel free to ask at any time.",ご不明,ご不明【ふめい】な点【てん】がございましたらいつでもお声【こえ】がけください。,ご不明【ふめい】な点【てん】がございましたらいつでもお声【こえ】がけください。,Presentation - Formal,keigo,unclear / unclear point (formal),"<ruby class=""vocab"">ご不明<rt>ふめい</rt></ruby>",
本件についてご意見やご質問がございましたらお聞かせいただければ幸いです。,"If you have any opinions or questions about this matter, I would be grateful if you could share them.",お聞かせいただければ,本件【ほんけん】についてご意見【いけん】やご質問【しつもん】がございましたらお聞【き】かせいただければ幸【さいわ】いです。,本件【ほんけん】についてご意見【いけん】やご質問【しつもん】がございましたらお聞【き】かせいただければ幸【さいわ】いです。,Presentation - Formal,keigo,please tell us (humble request),"<ruby class=""vocab"">お聞かせいただければ<rt>おきかせいただければ</rt></ruby>",
以上で本日のプレゼンテーションを終わらせていただきます。,That concludes today's presentation.,終わらせていただきます,以上【いじょう】で本日【ほんじつ】のプレゼンテーションを終【お】わらせていただきます。,以上【いじょう】で本日【ほんじつ】のプレゼンテーションを終【お】わらせていただきます。,Presentation - Formal,keigo,conclude (humble),"<ruby class=""vocab"">終わらせていただきます<rt>おわらせていただきます</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 終わらせていただきます (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>終わる</td></tr><tr><td>Polite ます形</td><td>終わります</td></tr><tr><td>Polite Negative ません形</td><td>終わりません</td></tr><tr><td>Te-form て形</td><td>終わって</td></tr><tr><td>Polite Past ました形</td><td>終わりました</td></tr><tr><td>Progressive ている形</td><td>終わっています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>終われる</td></tr><tr><td>Passive 受身形</td><td>終わられる</td></tr><tr><td>Conditional たら形</td><td>終わったら</td></tr><tr><td>Volitional 意向形</td><td>終わろう</td></tr><tr><td>Should べき形</td><td>終わるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>終わられる</td></tr><tr><td>Humble 謙譲語</td><td>お終わりする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
ご清聴ありがとうございました。,Thank you for your kind attention.,ご清聴,ご清聴【せいちょう】ありがとうございました。,ご清聴【せいちょう】ありがとうございました。,Presentation - Formal,keigo,your kind attention (formal),"<ruby class=""vocab"">ご清聴<rt>せいちょう</rt></ruby>",
